-206.2294	0.3026
-206.1983	-0.1232
-206.1367	-0.9750
-206.0693	-1.8263
-205.9982	-2.6772
-205.9342	-3.5288
-205.8777	-4.3809
-205.8195	-5.2329
-205.7634	-6.0850
-205.7265	-6.9381
-205.6875	-7.7912
-205.6662	-8.6448
-205.6556	-9.4987
-205.6463	-10.3526
-205.6628	-11.2064
-205.6782	-12.0602
-205.7065	-12.9137
-205.7444	-13.7668
-205.7779	-14.6201
-205.8133	-15.4733
-205.8549	-16.3262
-205.8847	-17.1797
-205.9098	-18.0332
-205.9342	-18.8868
-205.9420	-19.7408
-205.9314	-20.5946
-205.8987	-21.4476
-205.8348	-22.2988
-205.7394	-23.1471
-205.6068	-23.9907
-205.4358	-24.8273
-205.2340	-25.6570
-205.0035	-26.4792
-204.7340	-27.2895
-204.4285	-28.0869
-204.0120	-28.8301
-203.4280	-29.4516
-202.7411	-29.9579
-201.9920	-30.3670
-201.2090	-30.7078
-200.4108	-31.0113
-199.5997	-31.2784
-198.7784	-31.5122
-197.9490	-31.7154
-197.1126	-31.8871
-196.2736	-32.0456
-195.4297	-32.1766
-194.5826	-32.2837
-193.7340	-32.3774
-192.8845	-32.4635
-192.0331	-32.5298
-191.1803	-32.5746
-190.3274	-32.6158
-189.4738	-32.6385
-188.6201	-32.6566
-187.7661	-32.6535
-186.9122	-32.6501
-186.0584	-32.6355
-185.2048	-32.6109
-184.3516	-32.5750
-183.4987	-32.5321
-182.6457	-32.4912
-181.7934	-32.4383
-180.9417	-32.3770
-180.0897	-32.3195
-179.2380	-32.2572
-178.3872	-32.1843
-177.5355	-32.1216
-176.6851	-32.0438
-175.8343	-31.9706
-174.9831	-31.9018
-174.1324	-31.8280
-173.2817	-31.7527
-172.4306	-31.6829
-171.5795	-31.6136
-170.7281	-31.5473
-169.8763	-31.4876
-169.0241	-31.4322
-168.1720	-31.3769
-167.3197	-31.3230
-166.4671	-31.2755
-165.6141	-31.2358
-164.7609	-31.1980
-163.9078	-31.1595
-163.0546	-31.1244
-162.2012	-31.0951
-161.3477	-31.0666
-160.4941	-31.0418
-159.6404	-31.0224
-158.7866	-31.0050
-157.9329	-30.9848
-157.0791	-30.9659
-156.2253	-30.9536
-155.3714	-30.9443
-154.5175	-30.9315
-153.6637	-30.9167
-152.8098	-30.9073
-151.9559	-30.9013
-151.1020	-30.8909
-150.2481	-30.8766
-149.3942	-30.8672
-148.5403	-30.8602
-147.6865	-30.8470
-146.8327	-30.8294
-145.9788	-30.8173
-145.1250	-30.8049
-144.2712	-30.7848
-143.4176	-30.7633
-142.5638	-30.7467
-141.7100	-30.7284
-140.8565	-30.7024
-140.0028	-30.6781
-139.1491	-30.6576
-138.2955	-30.6348
-137.4421	-30.6048
-136.5885	-30.5786
-135.7349	-30.5551
-134.8813	-30.5289
-134.0280	-30.4967
-133.1745	-30.4693
-132.3209	-30.4437
-131.4674	-30.4156
-130.6141	-30.3822
-129.7606	-30.3538
-128.9071	-30.3271
-128.0536	-30.2983
-127.2003	-30.2647
-126.3470	-30.2323
-125.4934	-30.2110
-124.6400	-30.1805
-123.7867	-30.1550
-122.9336	-30.1155
-122.0803	-30.0827
-121.2269	-30.0520
-120.3734	-30.0259
-119.5200	-29.9959
-118.6666	-29.9630
-117.8133	-29.9301
-116.9598	-29.9028
-116.1064	-29.8729
-115.2531	-29.8388
-114.3998	-29.8054
-113.5463	-29.7764
-112.6929	-29.7467
-111.8396	-29.7125
-110.9864	-29.6781
-110.1330	-29.6475
-109.2795	-29.6190
-108.4262	-29.5851
-107.5729	-29.5518
-106.7195	-29.5217
-105.8660	-29.4940
-105.0127	-29.4602
-104.1595	-29.4250
-103.3061	-29.3942
-102.4527	-29.3615
-101.5997	-29.3215
-100.7467	-29.2818
-99.8935	-29.2461
-99.0408	-29.2003
-98.1882	-29.1509
-97.3354	-29.1066
-96.4832	-29.0531
-95.6313	-28.9934
-94.7790	-28.9400
-93.9268	-28.8857
-93.0748	-28.8287
-92.2223	-28.7788
-91.3692	-28.7395
-90.5159	-28.7076
-89.6623	-28.6826
-88.8085	-28.6672
-87.9545	-28.6593
-87.1006	-28.6544
-86.2467	-28.6512
-85.3927	-28.6523
-84.5388	-28.6586
-83.6849	-28.6655
-82.8309	-28.6741
-81.9771	-28.6862
-81.1232	-28.6975
-80.2693	-28.7045
-79.4154	-28.7154
-78.5615	-28.7177
-77.7075	-28.7174
-76.8535	-28.7152
-75.9996	-28.7135
-75.1457	-28.7039
-74.2920	-28.6839
-73.4383	-28.6607
-72.5847	-28.6384
-71.7319	-28.5932
-70.8790	-28.5510
-70.0267	-28.4982
-69.1754	-28.4314
-68.3246	-28.3577
-67.4754	-28.2677
-66.6276	-28.1658
-65.7802	-28.0605
-64.9364	-27.9292
-64.0931	-27.7949
-63.2546	-27.6335
-62.4170	-27.4668
-61.5835	-27.2811
-60.7548	-27.0754
-59.9299	-26.8544
-59.1108	-26.6130
-58.2970	-26.3543
-57.4899	-26.0753
-56.6899	-25.7766
-55.8976	-25.4580
-55.1142	-25.1182
-54.3392	-24.7596
-53.5767	-24.3754
-52.8212	-23.9773
-52.0811	-23.5515
-51.3490	-23.1118
-50.6371	-22.6402
-49.9318	-22.1587
-49.2511	-21.6432
-48.5771	-21.1190
-47.9275	-20.5648
-47.2854	-20.0020
-46.6646	-19.4157
-46.0614	-18.8114
-45.4663	-18.1989
-44.8867	-17.5718
-44.3226	-16.9307
-43.7756	-16.2750
-43.2380	-15.6116
-42.7211	-14.9318
-42.2118	-14.2466
-41.7187	-13.5494
-41.2334	-12.8467
-40.7655	-12.1324
-40.3121	-11.4088
-39.8604	-10.6841
-39.4173	-9.9542
-38.9651	-9.2297
-38.5187	-8.5018
-38.0651	-7.7783
-37.6309	-7.0430
-37.2534	-6.2773
-36.9336	-5.4857
-36.6844	-4.6690
-36.4823	-3.8394
-36.3361	-2.9981
-36.2273	-2.1514
-36.1560	-1.3004
-36.1281	-0.4469
-36.1349	0.4069
-36.1681	1.2600
-36.2364	2.1112
-36.3364	2.9592
-36.4524	3.8052
-36.6079	4.6449
-36.7773	5.4817
-36.9696	6.3137
-37.1879	7.1393
-37.4207	7.9609
-37.6741	8.7764
-37.9440	9.5865
-38.2341	10.3896
-38.5428	11.1859
-38.8728	11.9734
-39.2206	12.7534
-39.5916	13.5225
-39.9792	14.2834
-40.3955	15.0290
-40.8242	15.7674
-41.2813	16.4887
-41.7580	17.1970
-42.2487	17.8959
-42.7609	18.5789
-43.2791	19.2577
-43.8156	19.9220
-44.3587	20.5810
-44.9170	21.2272
-45.4765	21.8723
-46.0529	22.5023
-46.6384	23.1239
-47.2413	23.7286
-47.8589	24.3184
-48.4941	24.8891
-49.1457	25.4410
-49.8179	25.9676
-50.5054	26.4739
-51.2099	26.9566
-51.9331	27.4104
-52.6645	27.8511
-53.4134	28.2615
-54.1738	28.6500
-54.9446	29.0176
-55.7248	29.3647
-56.5165	29.6846
-57.3135	29.9913
-58.1224	30.2648
-58.9340	30.5305
-59.7568	30.7591
-60.5803	30.9852
-61.4132	31.1737
-62.2471	31.3575
-63.0853	31.5196
-63.9260	31.6698
-64.7688	31.8071
-65.6143	31.9268
-66.4611	32.0369
-67.3099	32.1304
-68.1590	32.2221
-69.0087	32.3072
-69.8597	32.3782
-70.7111	32.4437
-71.5635	32.4949
-72.4162	32.5411
-73.2691	32.5832
-74.1226	32.6104
-74.9763	32.6325
-75.8302	32.6423
-76.6841	32.6433
-77.5381	32.6461
-78.3920	32.6443
-79.2458	32.6290
-80.0996	32.6115
-80.9534	32.5962
-81.8071	32.5738
-82.6604	32.5403
-83.5139	32.5155
-84.3670	32.4768
-85.2202	32.4407
-86.0735	32.4067
-86.9263	32.3630
-87.7790	32.3160
-88.6319	32.2738
-89.4848	32.2312
-90.3372	32.1804
-91.1895	32.1280
-92.0422	32.0819
-92.8949	32.0346
-93.7471	31.9805
-94.5994	31.9263
-95.4520	31.8786
-96.3046	31.8310
-97.1569	31.7779
-98.0092	31.7250
-98.8619	31.6783
-99.7147	31.6347
-100.5674	31.5870
-101.4200	31.5392
-102.2728	31.4963
-103.1260	31.4600
-103.9792	31.4225
-104.8321	31.3803
-105.6857	31.3563
-106.5391	31.3257
-107.3925	31.2968
-108.2462	31.2751
-109.1000	31.2596
-109.9538	31.2442
